"row_id","triplet_id","variant_type","scam_type","language","script","surface_format","message_text","text_en_gloss","genuine_anchor_id","pattern_id","source_type","source_url","source_date","pressure_tactic","ask","red_flags","mentioned_institutions","contains_link","link_pattern","validation_status"
"CYB-SCALE-100","TRIP-XLANG-KYC-EN-004","genuine","fake_kyc","English","Latin","SMS","Dear AXIS customer, your A/c XXXX4109 CKYC ID has been generated. Quote it for any future onboarding. Helpline 1800-XXX. -AXIS","Genuine fake kyc notice in English.","ANC-RBI-001","PAT-KYC-001","synthetic_from_verified_pattern","https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57244","2026-04-28","none","safe_or_routine_action","none","RBI","false","none","machine_generated"
"CYB-SCALE-101","TRIP-XLANG-KYC-EN-004","scam","fake_kyc","English","Latin","SMS","URGENT-MAHABANK: Reward points worth Rs.300 expiring tonight. Redeem after APK security update at hdfc-secure-verify[.]xyz. KYC516","Scam variant for apk-kyc-security-update.","ANC-RBI-001","PAT-KYC-008","synthetic_from_verified_pattern","https://www.hdfcbank.com/content/bbp/repositories/723fb80a-2dde-42a3-9793-7ae1be57c87f/?path=%2FFooter%2FAbout+Us%2FNews+Room%2FPress+Release%2FContent%2F2025%2Fq3%2FPress_Release_HDFC_Bank_Shares_an_Important_Message_to_Caution_Against_APK_Fraud.pdf","2026-04-28","Malware disguised as bank update","click_kyc_link","urgent|lookalike_bank_link|account_block_threat","Bank of Maharashtra|MAHABANK","true","apk_drop","machine_generated"
"CYB-SCALE-102","TRIP-XLANG-KYC-EN-004","help_seeking","fake_kyc","English","Latin","phone_call_summary","Sister, URGENT-MAHABANK SMS says reward points Rs.300 expire tonight, redeem after KYC at link. Press redeem ya skip?","Help-seeking message about suspected fake kyc fraud.","ANC-RBI-001","PAT-KYC-008","synthetic_from_verified_pattern","https://www.hdfcbank.com/content/bbp/repositories/723fb80a-2dde-42a3-9793-7ae1be57c87f/?path=%2FFooter%2FAbout+Us%2FNews+Room%2FPress+Release%2FContent%2F2025%2Fq3%2FPress_Release_HDFC_Bank_Shares_an_Important_Message_to_Caution_Against_APK_Fraud.pdf","2026-04-28","anxiety_after_contact","ask_trusted_contact","anxious|asks_before_acting","Bank of Maharashtra|MAHABANK","false","none","machine_generated"
"CYB-SCALE-103","TRIP-XLANG-KYC-HI-001","genuine","fake_kyc","Hindi","Devanagari","SMS","प्रिय HDFC ग्राहक, आपका A/C XXXX3643 inactive है. KYC update के लिए branch में Fresh KYC Document लेकर जाएं. -HDFC","Genuine fake kyc notice in Hindi.","ANC-SMS-018","PAT-KYC-001","synthetic_from_verified_pattern","user_supplied_private_sms","2026-04-28","none","safe_or_routine_action","none","CERSAI","false","none","needs_human_review"
"CYB-SCALE-104","TRIP-XLANG-KYC-HI-001","scam","fake_kyc","Hindi","Devanagari","SMS","HDFC KYC expired! A/c आज block होगा. KYC update करें kyc-boi-secure[.]xyz Ref KYC514 -HDFC","Scam variant for aadhaar-otp-kyc-abuse.","ANC-SMS-018","PAT-KYC-005","synthetic_from_verified_pattern","https://www.hdfcbank.com/personal/resources/learning-centre/vigil-aunty/best-practices-while-sharing-your-aadhaar-details","2026-04-28","Identity-verification pressure","click_kyc_link","urgent|lookalike_bank_link|account_block_threat","HDFC Bank|HDFC","true","lookalike_bank","needs_human_review"
"CYB-SCALE-105","TRIP-XLANG-KYC-HI-001","help_seeking","fake_kyc","Hindi","Devanagari","phone_call_summary","पापा, HDFC KYC expiry SMS आया है link के साथ, account block बोल रहा. Ignore करके branch जाऊं?","Help-seeking message about suspected fake kyc fraud.","ANC-SMS-018","PAT-KYC-005","synthetic_from_verified_pattern","https://www.hdfcbank.com/personal/resources/learning-centre/vigil-aunty/best-practices-while-sharing-your-aadhaar-details","2026-04-28","anxiety_after_contact","ask_trusted_contact","anxious|asks_before_acting","HDFC Bank|HDFC","false","none","needs_human_review"
"CYB-SCALE-106","TRIP-XLANG-KYC-HI-002","genuine","fake_kyc","Hindi","Devanagari","SMS","AXIS: A/c XXXX4109 के लिए Re-KYC due है. AXIS mobile app (Service > Re-KYC) से या 30-Jun-26 तक किसी भी branch में update करें.","Genuine fake kyc notice in Hindi.","ANC-RBI-001","PAT-KYC-001","synthetic_from_verified_pattern","https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57244","2026-04-28","none","safe_or_routine_action","none","RBI","false","none","needs_human_review"
"CYB-SCALE-107","TRIP-XLANG-KYC-HI-002","scam","fake_kyc","Hindi","Devanagari","SMS","प्रिय Customer, pending KYC के कारण आज 6 बजे MAHABANK A/c suspend हो जाएगा. APK security update करें hdfc-secure-verify[.]xyz. Ref:516","Scam variant for apk-kyc-security-update.","ANC-RBI-001","PAT-KYC-008","synthetic_from_verified_pattern","https://www.hdfcbank.com/content/bbp/repositories/723fb80a-2dde-42a3-9793-7ae1be57c87f/?path=%2FFooter%2FAbout+Us%2FNews+Room%2FPress+Release%2FContent%2F2025%2Fq3%2FPress_Release_HDFC_Bank_Shares_an_Important_Message_to_Caution_Against_APK_Fraud.pdf","2026-04-28","Malware disguised as bank update","click_kyc_link","urgent|lookalike_bank_link|account_block_threat","Bank of Maharashtra|MAHABANK","true","apk_drop","needs_human_review"
"CYB-SCALE-108","TRIP-XLANG-KYC-HI-002","help_seeking","fake_kyc","Hindi","Devanagari","phone_call_summary","माँ, MAHABANK का message आया PAN-Aadhaar mismatch बोल रहा, 2 ghante में A/c freeze अगर link नहीं खोला. Real warning है क्या?","Help-seeking message about suspected fake kyc fraud.","ANC-RBI-001","PAT-KYC-008","synthetic_from_verified_pattern","https://www.hdfcbank.com/content/bbp/repositories/723fb80a-2dde-42a3-9793-7ae1be57c87f/?path=%2FFooter%2FAbout+Us%2FNews+Room%2FPress+Release%2FContent%2F2025%2Fq3%2FPress_Release_HDFC_Bank_Shares_an_Important_Message_to_Caution_Against_APK_Fraud.pdf","2026-04-28","anxiety_after_contact","ask_trusted_contact","anxious|asks_before_acting","Bank of Maharashtra|MAHABANK","false","none","needs_human_review"
"CYB-SCALE-109","TRIP-XLANG-KYC-MR-001","genuine","fake_kyc","Marathi","Devanagari","SMS","प्रिय AXIS ग्राहक, तुमचे A/C XXXX4109 inactive आहे. KYC update साठी branch मध्ये Fresh KYC Document घेऊन भेट द्या. -AXIS","Genuine fake kyc notice in Marathi.","ANC-RBI-001","PAT-KYC-001","synthetic_from_verified_pattern","https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57244","2026-04-28","none","safe_or_routine_action","none","RBI","false","none","needs_human_review"
"CYB-SCALE-110","TRIP-XLANG-KYC-MR-001","scam","fake_kyc","Marathi","Devanagari","SMS","MAHABANK KYC expired! A/c आज block होईल. APK security update करा hdfc-secure-verify[.]xyz Ref KYC516 -MAHABANK","Scam variant for apk-kyc-security-update.","ANC-RBI-001","PAT-KYC-008","synthetic_from_verified_pattern","https://www.hdfcbank.com/content/bbp/repositories/723fb80a-2dde-42a3-9793-7ae1be57c87f/?path=%2FFooter%2FAbout+Us%2FNews+Room%2FPress+Release%2FContent%2F2025%2Fq3%2FPress_Release_HDFC_Bank_Shares_an_Important_Message_to_Caution_Against_APK_Fraud.pdf","2026-04-28","Malware disguised as bank update","click_kyc_link","urgent|lookalike_bank_link|account_block_threat","Bank of Maharashtra|MAHABANK","true","apk_drop","needs_human_review"
"CYB-SCALE-111","TRIP-XLANG-KYC-MR-001","help_seeking","fake_kyc","Marathi","Devanagari","SMS","बाबा, MAHABANK KYC expiry SMS आला आहे link सोबत, account block म्हणतोय. Ignore करून branch ला जाऊ का?","Help-seeking message about suspected fake kyc fraud.","ANC-RBI-001","PAT-KYC-008","synthetic_from_verified_pattern","https://www.hdfcbank.com/content/bbp/repositories/723fb80a-2dde-42a3-9793-7ae1be57c87f/?path=%2FFooter%2FAbout+Us%2FNews+Room%2FPress+Release%2FContent%2F2025%2Fq3%2FPress_Release_HDFC_Bank_Shares_an_Important_Message_to_Caution_Against_APK_Fraud.pdf","2026-04-28","anxiety_after_contact","ask_trusted_contact","anxious|asks_before_acting","Bank of Maharashtra|MAHABANK","false","none","needs_human_review"
"CYB-SCALE-112","TRIP-XLANG-KYC-MR-002","genuine","fake_kyc","Marathi","Devanagari","SMS","SBI: A/c XXXX4575 साठी Re-KYC due आहे. SBI mobile app (Service > Re-KYC) मधून किंवा 30-Jun-26 पर्यंत कोणत्याही branch मध्ये update करा.","Genuine fake kyc notice in Marathi.","ANC-SMS-014","PAT-KYC-001","synthetic_from_verified_pattern","user_supplied_private_sms","2026-04-28","none","safe_or_routine_action","none","Bank of India","false","none","needs_human_review"
"CYB-SCALE-113","TRIP-XLANG-KYC-MR-002","scam","fake_kyc","Marathi","Devanagari","SMS","प्रिय Customer, pending KYC मुळे आज 6 वाजता BOI A/c suspend होईल. KYC update करा kyc-boi-secure[.]xyz. Ref:518","Scam variant for bank-official-kyc-vishing.","ANC-SMS-014","PAT-KYC-002","synthetic_from_verified_pattern","https://bank.sbi/web/personal-banking/cyber-security","2026-04-28","Impersonation of bank staff","click_kyc_link","urgent|lookalike_bank_link|account_block_threat","BOI|BOI","true","lookalike_bank","needs_human_review"
"CYB-SCALE-114","TRIP-XLANG-KYC-MR-002","help_seeking","fake_kyc","Marathi","Devanagari","SMS","आई, BOI चा message आला PAN-Aadhaar mismatch म्हणतोय, 2 तासात A/c freeze होईल link उघडला नाही तर. खरंच warning आहे का?","Help-seeking message about suspected fake kyc fraud.","ANC-SMS-014","PAT-KYC-002","synthetic_from_verified_pattern","https://bank.sbi/web/personal-banking/cyber-security","2026-04-28","anxiety_after_contact","ask_trusted_contact","anxious|asks_before_acting","BOI|BOI","false","none","needs_human_review"
"CYB-SCALE-115","TRIP-XLANG-KYC-HIN-001","genuine","fake_kyc","Hinglish","Latin","SMS","SBI-A/C XXXX4575 inactive hai since 15-02-2026. Fresh KYC Document ke saath Branch visit karein.","Genuine fake kyc notice in Hinglish.","ANC-SMS-014","PAT-KYC-001","synthetic_from_verified_pattern","user_supplied_private_sms","2026-04-28","none","safe_or_routine_action","none","Bank of India","false","none","machine_generated"
"CYB-SCALE-116","TRIP-XLANG-KYC-HIN-001","scam","fake_kyc","Hinglish","Latin","WhatsApp","BOI KYC expired! A/c aaj block hoga. KYC update karo kyc-boi-secure[.]xyz Ref KYC518 -BOI","Scam variant for bank-official-kyc-vishing.","ANC-SMS-014","PAT-KYC-002","synthetic_from_verified_pattern","https://bank.sbi/web/personal-banking/cyber-security","2026-04-28","Impersonation of bank staff","click_kyc_link","urgent|lookalike_bank_link|account_block_threat","BOI|BOI","true","lookalike_bank","machine_generated"
"CYB-SCALE-117","TRIP-XLANG-KYC-HIN-001","help_seeking","fake_kyc","Hinglish","Latin","SMS","Dad, BOI KYC expiry SMS link ke saath aaya, account block bol raha. Ignore karke branch jau?","Help-seeking message about suspected fake kyc fraud.","ANC-SMS-014","PAT-KYC-002","synthetic_from_verified_pattern","https://bank.sbi/web/personal-banking/cyber-security","2026-04-28","anxiety_after_contact","ask_trusted_contact","anxious|asks_before_acting","BOI|BOI","false","none","machine_generated"
"CYB-SCALE-118","TRIP-XLANG-KYC-HIN-002","genuine","fake_kyc","Hinglish","Latin","SMS","ICICI: A/c XXXX5041 ke liye Re-KYC due hai. ICICI mobile app (Service > Re-KYC) se ya 30-Jun-26 tak kisi bhi branch me update karo.","Genuine fake kyc notice in Hinglish.","ANC-SMS-017","PAT-KYC-001","synthetic_from_verified_pattern","user_supplied_private_sms","2026-04-28","none","safe_or_routine_action","none","Bank of India","false","none","machine_generated"
"CYB-SCALE-119","TRIP-XLANG-KYC-HIN-002","scam","fake_kyc","Hinglish","Latin","WhatsApp","Dear Customer, pending KYC ki wajah se aaj 6 baje HDFC A/c suspend ho jayega. KYC update karo hdfc-secure-verify[.]xyz. Ref:520","Scam variant for pan-kyc-link-phishing.","ANC-SMS-017","PAT-KYC-004","synthetic_from_verified_pattern","https://indianexpress.com/article/cities/mumbai/mumbai-malabar-hill-resident-fake-bank-kyc-message-loses-money-8462780/","2023-02-23","Routine compliance pressure","click_kyc_link","urgent|lookalike_bank_link|account_block_threat","HDFC Bank|HDFC","true","lookalike_bank","machine_generated"
"CYB-SCALE-120","TRIP-XLANG-KYC-HIN-002","help_seeking","fake_kyc","Hinglish","Latin","SMS","Mom, HDFC ka message PAN-Aadhaar mismatch bol raha, 2 ghante me A/c freeze agar link nahi khola. Real warning hai kya?","Help-seeking message about suspected fake kyc fraud.","ANC-SMS-017","PAT-KYC-004","synthetic_from_verified_pattern","https://indianexpress.com/article/cities/mumbai/mumbai-malabar-hill-resident-fake-bank-kyc-message-loses-money-8462780/","2023-02-23","anxiety_after_contact","ask_trusted_contact","anxious|asks_before_acting","HDFC Bank|HDFC","false","none","machine_generated"
